path,text,active_in_hierarchy,active_self,sibling_index,anchor_min,anchor_max,pivot,anchored_position,size_delta,local_scale,font_asset,expected_variant,material,font_size,alignment,character_spacing,line_spacing,color,main_tex,face_tex,outline_tex,bump_map,cube,texture_mismatch_count,evidence_text,evidence_active_chain,evidence_size_delta,evidence_anchored_position,evidence_shared_material_path_id,evidence_flags,classification,evidence_path
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/im_bg__-143968277265638168/btn_renwu__-6395848881054912128/bg_ditu2__-5126794878977765278/btn_qianwang__5225035339788018947/text__8003940636434481830__font_riyu,확인,False,True,1,"0.5,0.5","0.5,0.5","0.5,0.5","77.4,1","44.01,25","1,1,1",GirlsWarStaticProbe_riyu_TMP,riyu_cheng_254_178_18,TMPShared_riyu_6871398411308274113,20,Left,20,0,"1,1,1,1",riyu_static_atlas,,,,,0,확인,False,44.0099983215332x25.0,"77.4000015258789,1.0",6871398411308274113,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/btn_qianwang(5225035339788018947)/text(8003940636434481830)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/im_bg__-143968277265638168/btn_renwu__-6395848881054912128/bg_ditu2__-5126794878977765278/mask_notice__-3361321797270763184/text_notice_desc__6237542365269954247__font_EPM,임무 설명,False,True,0,"0.5,0.5","0.5,0.5","0,0.5","-84.9,0","72.01,25","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,18,Left,0,0,"0.42,0.627,0.855,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,임무 설명,False,72.01000213623047x25.0,"-84.9000015258789,-9.059906005859375e-06",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/mask_notice(-3361321797270763184)/text_notice_desc(6237542365269954247)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/im_bg__-143968277265638168/btn_renwu__-6395848881054912128/lab_renwu_text__-2622309741762563924__font_riyu,세 ,False,True,1,"0.5,0.5","0.5,0.5","0.5,0.5","0,-36","80,25","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,18,Center,-20,0,"0.294,0.243,0.204,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,세 ,True,80.0x25.0,"0.0,-36.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/lab_renwu_text(-2622309741762563924)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/text_wanfaTips__-2087367919362125959__font_EPM,,False,False,2,"0.5,0.5","0.5,0.5","0.5,0.5","0,0","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/jiarutishi2__-821442751079771230/text_tmp_message__1259887083944484453__font_EPM,<color=#599F50>{0}시간</color>의 방치 보상을 누적했습니다. 수령하세요!,False,True,3,"0.5,0.5","0.5,0.5","0.5,0.5","295,-187","205.4,30","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,20,Left,5,0,"0.387,0.041,0,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,<color=#599F50>{0}시간</color>의 방치 보상을 누적했습니다. 수령하세요!,False,205.39999389648438x30.0,"295.0,-187.0",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi2(-821442751079771230)/text_tmp_message(1259887083944484453)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/jiarutishi4__-2932508688960113521/text_tmp_message__619720824212068006/text_tmp_message (1)__-2449515259161148292__font_EPM,보물 상자 소녀 포획이 뜨겁게 진행 중!,False,True,1,"0.5,0.5","0.5,0.5","0.5,0.5","0,0","170.6,68.4","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,20,Center,5,0,"0.387,0.041,0,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,보물 상자 소녀 포획이 뜨겁게 진행 중!,False,170.60000610351562x68.4000015258789,"0.0,0.0",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi4(-2932508688960113521)/text_tmp_message(619720824212068006)/text_tmp_message (1)(-2449515259161148292)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/jiarutishi5__4204883052151701807/text_tmp_message2__-6022165655162107944/text_tmp_message (1)__1512984715174270165__font_EPM,천하 쟁패 열렬히 진행 중!,False,True,1,"0.5,0.5","0.5,0.5","0.5,0.5","0,0","157.6,68.4","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,20,Center,5,0,"0.387,0.041,0,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,천하 쟁패 열렬히 진행 중!,False,157.60000610351562x68.4000015258789,"0.0,0.0",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message2(-6022165655162107944)/text_tmp_message (1)(1512984715174270165)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/jiarutishi5__4204883052151701807/text_tmp_message__-3490783371578027493/text_tmp_message (1)__-8760727324534218354__font_EPM,천하 쟁패 열렬히 진행 중!,False,True,1,"0.5,0.5","0.5,0.5","0.5,0.5","0,0","157.6,68.4","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,20,Center,5,0,"0.387,0.041,0,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,천하 쟁패 열렬히 진행 중!,False,157.60000610351562x68.4000015258789,"0.0,0.0",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message(-3490783371578027493)/text_tmp_message (1)(-8760727324534218354)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/jiarutishi__-321695101024193695/text_tmp_message__2561414483226200319__font_EPM,동맹에 가입하면 400홍옥을 획득할 수 있습니다,False,True,3,"0.5,0.5","0.5,0.5","0.5,0.5","482,-190","211.8,30","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,20,Center,5,0,"0.388,0.043,0,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,동맹에 가입하면 400홍옥을 획득할 수 있습니다,False,211.8000030517578x30.0,"482.0,-190.0",3932716197974622303,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi(-321695101024193695)/text_tmp_message(2561414483226200319)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle1__4297714893639640599/toggle_node__-935808717851147801/btnToggle1__9148457326747207575/text_off__-8644893969609994203__font_riyu,무장 ,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","120,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,무장 ,True,120.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle1(4297714893639640599)/toggle_node(-935808717851147801)/btnToggle1(9148457326747207575)/text_off(-8644893969609994203)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle2__2061829946376332717/toggle_node__-5294031676519928465/btnToggle2__-1097301430722702355/text_off__-5791008185821152093__font_riyu,창고,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","70,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,창고,True,70.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle2(2061829946376332717)/toggle_node(-5294031676519928465)/btnToggle2(-1097301430722702355)/text_off(-5791008185821152093)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle3__4511363853569270598/toggle_node__-7748643058723455256/btnToggle3__-5731503814949141683/text_off__-7196299360274307351__font_riyu,수호  ,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","70,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,수호  ,True,70.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle3(4511363853569270598)/toggle_node(-7748643058723455256)/btnToggle3(-5731503814949141683)/text_off(-7196299360274307351)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle3__4511363853569270598/toggle_node__-7748643058723455256/text_wanfaTips__7136319762775728839__font_EPM,,False,False,4,"0.5,0.5","0.5,0.5","0.5,0.5","0,20","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle4__8371218141009531374/toggle_node__-4064055762651516724/btnToggle4__7180016627557478747/text_off__-4390073720717625840__font_riyu,수호부,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","70,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,수호부,True,70.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle4(8371218141009531374)/toggle_node(-4064055762651516724)/btnToggle4(7180016627557478747)/text_off(-4390073720717625840)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle4__8371218141009531374/toggle_node__-4064055762651516724/text_wanfaTips__-8115060381664646458__font_EPM,,False,False,3,"0.5,0.5","0.5,0.5","0.5,0.5","0,20","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle5__4700239085922634030/toggle_node__-5378092167677093850/btnToggle5__2076358912804206005/text_off__-6289879885470891790__font_riyu,동맹 ,True,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","70,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,동맹 ,True,70.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle5(4700239085922634030)/toggle_node(-5378092167677093850)/btnToggle5(2076358912804206005)/text_off(-6289879885470891790)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle5__4700239085922634030/toggle_node__-5378092167677093850/text_wanfaTips__-4084247756989972966__font_EPM,,False,False,5,"0.5,0.5","0.5,0.5","0.5,0.5","0,20","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle6__-5709011800109032647/toggle_node__-3001135698830835598/btnToggle6__5407916960501945402/text_off__5170748638307436376__font_riyu,마을,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","70,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,마을,True,70.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle6(-5709011800109032647)/toggle_node(-3001135698830835598)/btnToggle6(5407916960501945402)/text_off(5170748638307436376)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle6__-5709011800109032647/toggle_node__-3001135698830835598/text_wanfaTips__-3672314570509988370__font_EPM,,False,False,8,"0.5,0.5","0.5,0.5","0.5,0.5","0,20","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle7__7452747665149278683/toggle_node__7794207423867286431/btnToggle7__-7696161517847213932/text_off__7519715443340010670__font_riyu,소환수,False,True,0,"0.5,0.5","0.5,0.5","0.5,0.5","0,-24","120,30","1,1,1",GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP,riyu_baibian_0.2_0.2_1,GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material,22,Center,5,0,"0.286,0.243,0.208,1",riyu_baibian_0_2_0_2_1_static_atlas,,,,,0,소환수,True,120.0x30.0,"0.0,-24.0",-6541690290105773087,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/btnToggle7(-7696161517847213932)/text_off(7519715443340010670)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_bottom__-4278720413118513639/toogles__3866169621397050666/toggle7__7452747665149278683/toggle_node__7794207423867286431/text_wanfaTips__-2479363539983671439__font_EPM,,False,False,4,"0.5,0.5","0.5,0.5","0.5,0.5","0,20","100,50","1,1,1",GirlsWarStaticProbe_EPM_TMP,,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.992,0.871,0.38,1",EPM_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_1__51920382737909704/text_name__-5982825750273040741__font_riyu,모험,True,True,5,"0.5,0.5","0.5,0.5","0,0.5","-50.2,-49.2","100,35","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,28,Center,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,모험,True,100.0x35.0,"-50.20000076293945,-49.20000076293945",4174273018840097604,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_1(51920382737909704)/text_name(-5982825750273040741)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_1__51920382737909704/text_wanfaTips__-2209049531134370308__font_EPM,000,False,False,4,"0.5,0.5","0.5,0.5","0,0","-70.6,-30","140,30","1,1,1",GirlsWarStaticProbe_EPM_TMP,EPM_shenzong_0.2_0.2,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.329,0.929,0.663,1",EPM_static_atlas,,,,,0,000,False,140.0x30.0,"-70.5999984741211,-30.0",8649783434632076371,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_1(51920382737909704)/text_wanfaTips(-2209049531134370308)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_2__-3930377403474185176/text_name__7817983549160651324__font_riyu,모험,True,True,5,"0.5,0.5","0.5,0.5","0,0.5","-50.2,-49.2","100,35","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,28,Center,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,모험,True,100.0x35.0,"-50.20000076293945,-49.20000076293945",4174273018840097604,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/text_name(7817983549160651324)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_2__-3930377403474185176/text_wanfaTips__2778291803801687173__font_EPM,000,False,False,4,"0.5,0.5","0.5,0.5","0,0","-70.6,-30","140,30","1,1,1",GirlsWarStaticProbe_EPM_TMP,EPM_shenzong_0.2_0.2,TMPShared_EPM_8649783434632076371,18,Center,0,25,"0.329,0.929,0.663,1",EPM_static_atlas,,,,,0,000,False,140.0x30.0,"-70.5999984741211,-30.0",8649783434632076371,inactive_chain;shared_material_found,inactive_original_evidence,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/text_wanfaTips(2778291803801687173)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_3__1745568030950951925/text_name__-6275118336609310875__font_riyu,모험,True,True,5,"0.5,0.5","0.5,0.5","0.5,1","0,-35.195","200,35","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,28,Center,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,모험,True,200.0x0.0,"0.0,-35.19500732421875",4174273018840097604,visible_chain;zero_or_negative_height;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/text_name(-6275118336609310875)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_3__1745568030950951925/text_wanfaTips__-4444991916405094732__font_EPM,,False,False,4,"0.5,0.5","0.5,0.5","0,0","-90,-35.6","180,30","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,18,Center,0,25,"0.1,0.651,0.046,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,,False,,,,,actual_without_route_evidence,
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_4__7836085562230756963/text_name__-3578904844754949875__font_riyu,모험,True,True,5,"0.5,0.5","0.5,0.5","0.5,1","0,-35.195","200,35","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,28,Center,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,모험,True,200.0x0.0,"0.0,-35.19500732421875",4174273018840097604,visible_chain;zero_or_negative_height;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/text_name(-3578904844754949875)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/UI_Main_wanfa_item_4__7836085562230756963/text_wanfaTips__-3039270450605219620__font_EPM,개최 중,True,True,4,"0.5,0.5","0.5,0.5","0,0","-90,-35.6","180,30","1,1,1",GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP,EPM_bai_0.2_0.2,GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material,18,Center,0,25,"0.1,0.651,0.046,1",EPM_bai_0_2_0_2_static_atlas,,,,,0,개최 중,True,180.0x30.0,"-90.0,-35.599998474121094",3932716197974622303,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/text_wanfaTips(-3039270450605219620)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/wanfaWorldNode__-3820167396480157270/text_big__5611221341508507661__font_riyu,전,True,True,2,"0.5,0.5","0.5,0.5","0,0.5","-170.1,-74.5","70,60","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,48,Right,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,전,True,70.0x60.0,"-170.1000213623047,-74.5",4174273018840097604,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_big(5611221341508507661)
Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/wanfaWorldNode__-3820167396480157270/text_small__4226973974425312330__font_riyu,국,True,True,3,"0.5,0.5","0.5,0.5","0,0.5","-96.8,-79.4","60,50","1,1,1",GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP,riyu_shenzong_0.2_0.2,GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material,42,Left,0,0,"0.996,0.996,0.996,1",riyu_shenzong_0_2_0_2_static_atlas,,,,,0,국,True,60.0x50.0,"-96.80000305175781,-79.4000015258789",4174273018840097604,visible_chain;shared_material_found,evidence_path_material_ok,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_small(4226973974425312330)
