local e=
{
ByIdx={
{10191001,0,"某日，{PlayerName}正在城下町散步。","某日，{PlayerName}正在城下町散步。","","어느 날, {PlayerName}님은 산책 중이었다.","ある日、{PlayerName}は城下町で散歩している。",0,0,"","","","","","","","","",""},
{10192022,2143,"小伙子，来看看萝卜吧！\r\n很新鲜的萝卜哦！","少年啊，來看看蘿蔔吧！\r\n很新鮮的蘿蔔哦！","","다들 여기 이 무 좀 보시오!  \r\n정말 신선합니다!","お兄ちゃん、よってらっしゃい、\r\n見てらっしゃい！新鮮な大根だよ！",0,0,"","","","","","","","","",""},
{10192023,0,"这时，从萝卜堆里，\r\n探出了一颗熟悉的脑袋。","這時，從蘿蔔堆裡，\r\n探出了一顆熟悉的腦袋。","","이 무들 속에서  \r\n눈에 익은 얼굴이 보였다.","その時、大根の中から\r\n見覚えのある顔が出てきた。",0,0,"","","","","","","","","",""},
{10192024,1019,"呜呜，\r\n人家是一颗孤单的萝卜......","嗚嗚，\r\n人家是一顆孤單的蘿蔔......","","으윽.  \r\n무처럼 외롭네...","うう、\r\nあたしは孤独な大根だよ……",0,0,"","","","","","","","","",""},
{10192025,1019,"有没有善良的主人大人出现，\r\n把人家带回家呢......","有沒有善良的主人大人出現，\r\n把人家帶回家呢......","","대인님께서 나타나서  \r\n집에 데려가 줬으면...","心の優しい主様が出て来て、\r\nあたしを持ち帰りにしないかな……",0,0,"","","","","","","","","",""},
{10192026,1019,"哇啊......可恶！\r\n动、动不了了...\r\n被萝卜完全地、压制住了......","哇啊......可惡！\r\n動、動不了了...\r\n被蘿蔔完全地、壓制住了......","","으윽... 젠장!  \r\n움, 움직일 수 없어...  \r\n너무 무겁잖아...","うわ……ちょっと！\r\nう、動けない……\r\n大根に埋められる……",0,0,"","","","","","","","","",""},
{10192027,0,"趁着光秀在萝卜堆中无法动弹，\r\n{PlayerName}悄悄离开了。","趁著光秀在蘿蔔堆中無法動彈，\r\n{PlayerName}悄悄離開了。","","미츠히데는 움직일 수 없었고 \r\n{PlayerName}님은 떠나갔다.","光秀が身動きが取れない間に、\r\n{PlayerName}は去って行った。",0,0,"","","","","","","","","",""},
{10192028,2130,"要买兔子玩偶？\r\n呵呵......是给小朋友买的吗？\r\n还是说，是送给女孩子的吗？","要買兔子玩偶？\r\n呵呵......是給小朋友買的嗎？\r\n還是說，是送給女孩子的嗎？","","토끼 인형? \r\n호호... 꼬마 친구 선물? \r\n여자아이인가?","兎のぬいぐるみ？\r\nへへ……子供にプレゼント？\r\nそれとも、女の子にプレゼント？",0,0,"","","","","","","","","",""},
{10192029,2130,"呵呵，这边这几款，\r\n都是热销的产品哦。","呵呵，這邊這幾款，\r\n都是熱銷的產品哦。","","후후, 여기 있는 것들이 \r\n가장 잘 나간다네.","へへ、こちらは売れ筋の商品です。",0,0,"","","","","","","","","",""},
{10192030,2130,"来吧来吧，\r\n请尽管挑吧，\r\n如果您是的话，我可以给您打折的哦~","來吧來吧，\r\n請儘管挑吧，\r\n如果是您的話，我可以給您打折的哦~","","자자자, \r\n얼른 고르시게나. \r\n내가 조금 더 싸게 해줄 테니.","さあ、気軽に選んでください！\r\nあなたなら、割引をしても構いませんよ～",0,0,"","","","","","","","","",""},
{10192031,2130,"还是说，那个重要的人......\r\n值得您把所有款式都买下来？","還是說，那個重要的人......\r\n值得您把所有款式都買下來？","","중요한 사람이라면... \r\n뭐 여기 있는 거 다 사도 좋고?","大切な人のためなら……\r\nいっそ全部買えばいいじゃないか？",0,0,"","","","","","","","","",""},
{10192032,2130,"呵呵呵，不愧是......\r\n啊......我是说......嗯......\r\n您真是个温柔的人呢，呵呵呵......","呵呵呵，不愧是......\r\n啊......我是說......嗯......\r\n您真是個溫柔的人呢，呵呵呵......","","후후후, 걸려 들었... \r\n아... 아닐세. 흠흠. \r\n정말 착하십니다. 하하하...","へへへ、さすが……\r\nああ……いや……うん……\r\n優しい人だね、へへへ……",31019221,31019221,"这熟悉的感觉是！","","","뭔가 낯익은 느낌인데...!","その馴染みのある感覚は！","这熟悉的声音是！","","","낯익은 목소리인데...!","その声は！"},
{10192033,1019,"诶呀，好巧哦，{PlayerName}大人！\r\n不知道为什么，\r\n人家正在这个店里帮忙打工呢！","誒呀，好巧哦，{PlayerName}大人！\r\n不知道為什麼，\r\n人家正在這個店裡幫忙打工呢！","","어머나, 여기서! {PlayerName}대인님! \r\n아, 뭐하냐고요. \r\n여기서 잠깐 일을 도와드리고 있었어요!","あら、奇遇ですね、{PlayerName}様！\r\nなぜか分かりません、\r\nあたし、ここでバイトしてるの！",0,0,"","","","","","","","","",""},
{10192034,1019,"嗯？您要买那边那个玩偶？\r\n好的哦，我去帮您拿——","嗯？您要買那邊那個玩偶？\r\n好的哦，我去幫您拿——","","네? 저기 인형을 사신다고요? \r\n알겠어요. 제가 가져올게요——","あら？あそこにあるぬいぐるみが欲しいの？\r\n良いですよ、取ってきますから～",0,0,"","","","","","","","","",""},
{10192035,0,"趁着光秀转身拿玩偶的时间，\r\n{PlayerName}悄悄溜走了。","趁著光秀轉身拿玩偶的時間，\r\n{PlayerName}悄悄溜走了。","","미츠히데가 인형을 가지러 갈 때, \r\n{PlayerName}님은 몰래 도망갔다.","光秀がぬいぐるみを取ろうとしている間に、\r\n{PlayerName}は静かに逃げた。",0,0,"","","","","","","","","",""},
{10192036,1019,"让您久等——","讓您久等——","","오래 기다리셨——","お待たせ——",0,0,"","","","","","","","","",""},
{10192037,1019,"唔......{PlayerName}大人......\r\n我的{PlayerName}大人......\r\n走掉了......","唔......{PlayerName}大人......\r\n我的{PlayerName}大人......\r\n走掉了......","","음... {PlayerName} 대인님... \r\n{PlayerName} 대인님... \r\n가셨나...","うう……{PlayerName}様……\r\n私の{PlayerName}様……\r\n行ってしまった……",0,0,"","","","","","","","","",""},
{10192038,1019,"难道说，{PlayerName}大人......并不是来给我买生日礼物的吗......","難道說，{PlayerName}大人......並不是來給我買生日禮物的嗎......","","역시나... {PlayerName} 대인님... 내 선물을 사러 온 게 아닌가...","まさか、{PlayerName}様……\r\n私の誕生日プレゼントを買うためにここに来たじゃないの？",0,0,"","","","","","","","","",""},
{10192039,1019,"人家......人家...\r\n明明提前了两周写了信，\r\n特意塞在了{PlayerName}大人的枕套里......","人家......人家...\r\n明明提前了兩周寫了信，\r\n特意塞在了{PlayerName}大人的枕套裡......","","내가... 내가... \r\n이 주 전에 편지를 써서 \r\n{PlayerName} 대인님 베개에 넣어놓았는데...","あたし……あたし……\r\n二週間も早めに手紙を書いたのに、\r\n{PlayerName}様の枕カバーに入れたのに……",0,0,"","","","","","","","","",""},
{10192040,1019,"只是希望{PlayerName}大人可以在今天...\r\n陪陪我而已......","只是希望{PlayerName}大人可以在今天...\r\n陪陪我而已......","","그냥 나는 {PlayerName} 대인님과 오늘 같이... \r\n있고 싶었을 뿐...","今日はただ、\r\n{PlayerName}様と一緒に居たいだけなのに……",0,0,"","","","","","","","","",""},
{10192041,1019,"可是......\r\n今天{PlayerName}大人......\r\n一直都在躲我......","可是......\r\n今天{PlayerName}大人......\r\n一直都在躲我......","","근데... \r\n오히려 {PlayerName} 대인님은... \r\n날 피하시고...","でも……\r\n今日の{PlayerName}様は……\r\nいつも私を回避していた……",0,0,"","","","","","","","","",""},
{10192042,1019,"呵呵呵呵......我被{PlayerName}大人讨厌了......\r\n{PlayerName}大人不要我了......","呵呵呵呵......我被{PlayerName}大人討厭了......\r\n{PlayerName}大人不要我了......","","하하... 하... 설마 {PlayerName} 대인님께 미움받은 건가... \r\n{PlayerName} 대인님은 내가 필요 없어지셨나...","うふふふ……{PlayerName}様に嫌われた……{PlayerName}様に振られた……",0,0,"","","","","","","","","",""},
{10192043,1019,"呵呵......\r\n怎么办呢......要怎么办才好呢......","呵呵......\r\n怎麼辦呢......要怎麼辦才好呢......","","후후... \r\n이... 일을... 어쩜 좋지... 이제 어떻게 하지...","うふふふ……どうしよう……どうすればいい……",0,0,"","","","","","","","","",""},
{10192044,1019,"这不是......\r\n这不是只能把{PlayerName}大人杀了吗！","這不是......\r\n這不是只能把{PlayerName}大人殺了嗎！","","이러면... \r\n이럼 어쩔 수 없이... {PlayerName} 대인님을 죽여야 하나!","もう……いっそのこと、\r\n{PlayerName}様を殺せば……",0,0,"","","","","","","","","",""},
{10192045,1019,"只要轻轻地......悄悄地......温柔地......\r\n{PlayerName}大人......\r\n就可以一直一直陪在我身边了❤","只要輕輕地......悄悄地......溫柔地......\r\n{PlayerName}大人......\r\n就可以一直一直陪在我身邊了❤","","천천히... 조심스럽고... 따뜻한 손길로... \r\n{PlayerName} 대인님이... \r\n계속 내 곁에 있을 수 있게 말이야❤","静かに……ゆっくり……優しく殺せば……\r\n{PlayerName}様は……ずっと私と一緒！",0,0,"","","","","","","","","",""},
{10192046,1019,"啊啊......{PlayerName}大人......不会对我说不好的话......\r\n也不会离开我的......\r\n诶？是我出现幻觉了吗......","啊啊......{PlayerName}大人......不會對我說不好的話......\r\n也不會離開我的......\r\n誒？是我出現幻覺了嗎......","","후우... 하지만 {PlayerName} 대인님이... 내게 욕을 하거나... \r\n내 곁을 떠날 리 없어... \r\n... 이상한 상상 하지마...","ああ……{PlayerName}様……もう私を嫌いにならない……\r\n私から離れない……\r\nあれ？幻覚かしら……",0,0,"","","","","","","","","",""},
{10192047,1019,"{PlayerName}大人......\r\n出现在了我的眼前......","{PlayerName}大人......\r\n出現在了我的眼前......","","{PlayerName} 대인님... \r\n오셨군요...","{PlayerName}様……\r\n目の前に現れた……",0,0,"","","","","","","","","",""},
{10192048,1019,"唔..不、不行的......\r\n{PlayerName}大人......我不想伤害您啊！\r\n{PlayerName}大人......您这时候靠近我的话......我可是......说不定会......","唔..不、不行的......\r\n{PlayerName}大人......我不想傷害您啊！\r\n{PlayerName}大人......您這時候靠近我的話......我可是......說不定會......","","음... 아, 안 돼요... \r\n{PlayerName} 대인님... 전 당신을 다치게 하고 싶지 않아요! \r\n{PlayerName} 대인님... 이렇게 다가오시면... 제, 제가...","うっ……だ、だめだ……\r\n{PlayerName}様を……傷づけたくない！\r\n{PlayerName}様……今私に近づいたら……私……",0,0,"","","","","","","","","",""},
{10192049,1019,"啊嘞......礼物？\r\n给我的吗？诶？讨厌......","啊嘞......禮物？\r\n給我的嗎？誒？討厭......","","아레... 선물? \r\n저 주시는 거예요? 미워요...","あれ……プレゼント？\r\n私に？えっ？やだ……",0,0,"","","","","","","","","",""},
{10192050,1019,"啊啊，我在胡思乱想些什么......\r\n{PlayerName}大人怎么会讨厌我呢......","啊啊，我在胡思亂想些什麼......\r\n{PlayerName}大人怎麼會討厭我呢......","","아... 대체 왜 그런 생각을 한 건지... \r\n{PlayerName} 대인님이 날 미워한다는...","ああ、何想像しているのか……\r\n{PlayerName}様が私を嫌いになる訳がない……",0,0,"","","","","","","","","",""},
{10192051,1019,"{PlayerName}大人居然给我买礼物了......怎么办......\r\n看来只能结婚了吧......\r\n孩子的话，要生几个好呢......呵呵呵呵","主上大人居然給我買禮物了......怎麼辦......\r\n看來只能結婚了吧......\r\n小孩的話，要生幾個好呢......呵呵呵呵","","이렇게 선물까지 주시다니... 어쩔 수 없이... \r\n결혼까지 해야겠네요... \r\n아이는 몇 명이 좋으세요...? 후후...","{PlayerName}様が私にプレゼントを……どうしよう……\r\nこれは結婚するしかないね……\r\n子供何人欲しい？ふふふふ……",0,0,"","","","","","","","","",""},
{10192052,0,"{PlayerName}并不知道，\r\n自己在无意之中，\r\n避免了一场大危机。","{PlayerName}並不知道，\r\n自己在無意之中，\r\n避免了一場大危機。","","{PlayerName}님은 몰랐을 것이다. \r\n자신이 무의식적으로 \r\n위기를 넘겼다는 것을.","{PlayerName}はまだ知らない。\r\n知らないうちに、\r\n自分が大きな危機を回避していたことを。",0,0,"","","","","","","","","",""},
{10193001,0,"这天，{PlayerName}作为城主的行程，\r\n是接见地方豪族。","這天，{PlayerName}作為城主的行程，\r\n是接見地方豪族。","","이날, {PlayerName}님은 일정상 \r\n지역의 호족을 만나야 했다.","今日、{PlayerName}が城主としてのスケジュールは、\r\n地方貴族の会見である。",0,0,"","","","","","","","","",""},
{10193002,1019,"阿啦，就算是有事情要商讨，\r\n这也实在是太久了吧......","阿啦，就算是有事情要商討，\r\n這也實在是太久了吧......","","흐음, 아무리 상의할게 많다지만 \r\n이건 너무 심하잖아...","あら、商談とは言え、\r\nこれは長すぎます……",0,0,"","","","","","","","","",""},
{10193003,1019,"难道说，对方是来找麻烦的吗......\r\n那些家伙，最擅长做这种事了......","難道說，對方是來找麻煩的嗎......\r\n那些傢伙，最擅長做這種事了......","","설마 일부러 붙잡아두는 건가... \r\n그 사람들이라면 그러고도 남지...","まさか、嫌がらせ？\r\nあいつら、こういうことが一番得意だね……",0,0,"","","","","","","","","",""},
{10193004,1019,"相比之下，即便面对难缠的家伙，\r\n也不会逃避，而是努力地应对，\r\n呵呵，不愧是我的{PlayerName}大人呐......","相比之下，即便面對難纏的傢伙，\r\n也不會逃避，而是努力地應對，\r\n呵呵，不愧是我的{PlayerName}大人呐......","","어머... 까탈스러운 놈한테도 \r\n피하지 않고 다 대응하고 있어. \r\n역시... 나의 {PlayerName} 대인님이야...","それに対して、しつこい奴に絡まれても、\r\n逃げずに一生懸命対処しようとする{PlayerName}様...\r\nふふふ、さすが私の{PlayerName}様……",0,0,"","","","","","","","","",""},
{10193005,1019,"不过，妨碍{PlayerName}大人的家伙，\r\n我一个都不会放过的......","不過，妨礙{PlayerName}大人的傢伙，\r\n我一個都不會放過的......","","하지만 {PlayerName} 대인님을 방해하는 놈이라면 \r\n놓치지 않겠어......","しかし、{PlayerName}様を邪魔する奴は、\r\n私が許しません……",0,0,"","","","","","","","","",""},
{10193006,1019,"呵呵呵...为了{PlayerName}大人，\r\n我就稍微地探听一下他们在说什么好了......","呵呵呵...為了{PlayerName}大人，\r\n我就稍微地探聽一下他們在說什麼好了......","","후후후... {PlayerName} 대인님을 위해서 \r\n...뭐라 하는지 엿들어봐야지...","ふふふ……{PlayerName}様のために、\r\n少し盗み聞きしても罰が当たらないはず……",0,0,"","","","","","","","","",""},
{10193007,1019,"虽然感觉...这种做法，\r\n完全就是什么笨蛋女仆才会有的行动......","雖然感覺...這種做法，\r\n完全就是什麼笨蛋女僕才會有的行動......","","근데... 뭔가 이런 방법은 \r\n...멍청하긴 한데...","なんだか……この行為は、\r\nどこかの馬鹿メイドと似てるような気がするけど……",0,0,"","","","","","","","","",""},
{10193008,1019,"但是，如果是为了{PlayerName}大人的话......\r\n啊啊，做多少次我都可以哦......","但是，如果是為了{PlayerName}大人的話......\r\n啊啊，做多少次我都可以哦......","","하지만 {PlayerName} 대인님을 위한 일이라면... \r\n몇 번이고도 하겠어...","でも、{PlayerName}様のためなら……\r\nああ、何度だってやりますわ……",0,0,"","","","","","","","","",""},
{10193009,2076,"之前明明一直免除我们的税，\r\n现在突然间又要收这么一大笔费用，\r\n不太合适吧？","之前明明一直免除我們的稅，\r\n現在突然間又要收這麼一大筆費用，\r\n不太合適吧？","","지금까지 우리에게 세금을 거두지 않다가 \r\n갑자기 이렇게 돈을 걷으시면 \r\n이건 아니지 않습니까?","今までずっと免税だったのに、\r\nいきなり多額の税金を請求するのは適切ではないのでは？",0,0,"","","","","","","","","",""},
{10193010,2077,"是啊是啊！\r\n你想让我们去死的话就直说啊！","是啊是啊！\r\n你想讓我們去死的話就直說啊！","","맞소맞소! \r\n이건 우리 보고 죽으라는 소리십니다!","そうだそうだ！\r\n死んでほしいならそう言えばいいじゃないか？",0,0,"","","","","","","","","",""},
{10193011,2077,"不过，可不是所有的城主都像你这样不知变通的！\r\n希望你好自为之！","不過，可不是所有的城主都像你這樣不知變通的！\r\n希望你好自為之！","","이렇게 융통성이 없으실 줄이야, 흠흠! \r\n어찌 이러신다 말입니까!","あなたのような融通が利かない城主は少ないよ？\r\n自重してください！",0,0,"","","","","","","","","",""},
{10193012,1001,"可、可是要请各位补足欠款的书信，\r\n两个月之前就已经送到各位手里了......","可、可是要請各位補足欠款的書信，\r\n兩個月之前就已經送到各位手裡了......","","하, 하지만 이미 \r\n두 달 전에 서신을 보낸 것으로 알고 있습니다...","で、でも、未払い金の通知は、\r\n2ヶ月前に届いたはず……",0,0,"","","","","","","","","",""},
{10193013,2077,"闭嘴，小姑娘！\r\n这哪有你说话的份！","閉嘴，小姑娘！\r\n這哪有你說話的份！","","그 입 다물라! \r\n감히 여기가 어디라고!","うるさい！小娘！\r\nお前は黙ってろ！",0,0,"","","","","","","","","",""},
{10193014,1001,"呜咿......","嗚咿......","","흐윽......","ひぃぃ……",0,0,"","","","","","","","","",""},
{10193015,2076,"总而言之，\r\n我希望城主大人能够继续对我们两家\r\n在各个方面有所照顾。","總而言之，\r\n我希望城主大人能夠繼續對我們兩家\r\n在各個方面有所照顧。","","아무튼 \r\n성주 대인님께서 저희 두 가문들에게 \r\n조금더 아량을 베풀어 주신다면.","とにかく、\r\n城主様にもっと考えてほしい\r\n私たち二つの家族のこともっと世話をしてほしいです。",0,0,"","","","","","","","","",""},
{10193016,2076,"毕竟城主大人在某些地方\r\n可能还需要我们的帮助呢。","畢竟城主大人在某些地方\r\n可能還需要我們的幫助呢。","","앞으로 저희가 성주 대인님께 \r\n힘이 되어드리지요.","今後もあらゆる面でお世話になるから、\r\n君主様も私たちの力を必要とする部分もあるかもしれません。",31019311,31019312,"你这算是威胁吗？","","","지금 협박하는 거야?","脅かしのつもりか？","………………","","","………………","………………"},
{10193017,2076,"什么都不说的话，我可以认为是您默认了吗？","什麼都不說的話，我可以認為是您默認了嗎？","","아무 말씀이 없으신 건 긍정의 의미가 맞습니까?","何も言わないなら、黙認したと受け取っていいのかな？",0,0,"","","","","","","","","",""},
{10193018,2076,"那就看城主大人您怎么想了。","那就看城主大人您怎麼想了。","","성주 대인님의 생각을 듣고 싶습니다.","それは城主様の考え次第です。",0,0,"","","","","","","","","",""},
{10193019,0,"一阵突然又大声的拉门声\r\n打破了大厅中紧张的气氛。\r\n瞬间，所有人的目光都聚集到了门的方向。","一陣突然傳來的巨大拉門聲\r\n打破了大廳中緊張的氣氛。\r\n瞬間，所有人的目光都聚集到了門的方向。","","방안의 무거운 공기를 깨트리며 \r\n방문이 벌컥 하고 열렸고 \r\n모두들 쳐다보았다.","緊迫した雰囲気の中、\r\nドアの方向から突然大きな音が響いた。\r\n瞬時に全員の視線がドアの方向に集まった。",0,0,"","","","","","","","","",""},
{10193020,1019,"哎呀哎呀，两位大人好久不见啊。\r\n自从上次大战以来，\r\n好像就没怎么见过呢。","哎呀哎呀，兩位大人好久不見啊。\r\n自從上次大戰以來，\r\n好像就沒怎麼見過呢。","","어머나, 두 대인님 오랜만이네요. \r\n저번 대전 이후, \r\n처음이죠.","あらあら、久しぶりね。\r\n前回の戦場以来、\r\n全然会ってないよね。",0,0,"","","","","","","","","",""},
{10193021,0,"尽管光秀一脸微笑地走进来，\r\n但是她身上，\r\n散发的着的压迫感令人窒息。","儘管光秀一臉微笑地走進來，\r\n但是她身上，\r\n散發著的壓迫感令人窒息。","","미츠히데는 최대한 웃으며 들어왔지만 \r\n그녀의 아우라에 \r\n숨이 막혀왔다.","笑顔で入ってきた光秀だったが、\r\n彼女の醸し出す威圧感は息苦しいほどだった。",0,0,"","","","","","","","","",""},
{10193022,1019,"虽然上次我的作战以失败告终，\r\n但是两位的帮助，\r\n光秀我可是一直记在心里呢。","雖然上次我的作戰以失敗告終，\r\n但是兩位的幫助，\r\n光秀我可是一直記在心裡呢。","","비록 저의 작전은 실패로 끝났지만 \r\n두 분의 도움은 \r\n미츠히데는 기억하고 있답니다.","前回の私の作戦は失敗に終わりましたが、\r\n二人に手伝ってもらったこと、\r\nこの光秀がずっと忘れませんわ。",0,0,"","","","","","","","","",""},
{10193023,2076,"你，你这家伙怎么会在这里！","你，你這傢伙怎麼會在這裡！","","네, 네가 여기 대체 왜!","お、お前は……！何故ここに？",0,0,"","","","","","","","","",""},
{10193024,1019,"唉？好奇怪啊？\r\n上次您明明说什么永远效忠，什么愿效犬马之劳来着，\r\n现在怎么变得像见了怪物一样啊？","唉？好奇怪啊？\r\n上次您明明說什麼永遠效忠，什麼願效犬馬之勞來著，\r\n現在怎麼變得好像看見怪物一樣啊？","","에? 이상하네요? \r\n저번에는 영원한 충성을 맹세하셨으면서 \r\n왜 지금은 절 괴물처럼 보시죠?","あれ？おかしいわね？\r\n以前は犬馬の労を尽くすとか言ったのに、\r\n今はまるで怪物を見たかのような態度ね？",0,0,"","","","","","","","","",""},
{10193025,2077,"你、你这家伙在胡说什么！\r\n城主大人，您可千万不要相信她的鬼话！\r\n我们和之前的事情没有任何关系！","你、你這傢伙在胡說什麼！\r\n城主大人，您可千萬不要相信她的鬼話！\r\n我們和之前的事情沒有任何關係！","","지, 지금 무슨 소릴 하는 거야! \r\n성주 대인, 이 여자의 말에 휘둘리지 마십시오! \r\n저희는 아무 관계도 없습니다!","バ、バカを言うな！\r\n城主様、彼女のデタラメを信じてはいけません。\r\n私たちはこの前のことと何の関係もありません。",0,0,"","","","","","","","","",""},
{10193026,2076,"总之今天就说到这里，\r\n下次等没有搅局的人的时候，\r\n我们会再来的！","總之今天就說到這裡，\r\n下次等沒有攪局的人的時候，\r\n我們會再來的！","","오늘은 그만 가보겠습니다. \r\n사람들이 없을 때, \r\n다시 오죠!","とにかく、今日はここまでにしておこう。\r\n邪魔者が消えたら、また今度来るよ！",0,0,"","","","","","","","","",""},
{10193027,0,"刚才还气势汹汹的豪族，\r\n像老鼠一般灰溜溜地快步离开了大厅。","剛才還氣勢洶洶的豪族，\r\n像老鼠一般灰溜溜地快步離開了大廳。","","그렇게 기세등등해 하던 호족들은 \r\n뭔가 주눅이 든 채 재빨리 자리를 떴다.","さっきまで偉そうな貴族たちだったが、\r\n今はまるでネズミのように素早くホールを後にした。",0,0,"","","","","","","","","",""},
{10193028,1001,"得、得救了，\r\n明智小姐......","得、得救了，\r\n光秀小姐......","","사, 살았다... \r\n미츠히데님...","た、助かりました、\r\n明智さん……",31019321,31019321,"你来的真及时。","","","때마침 잘 왔어.","いいタイミングだ。","帮大忙了！","","","도와줘서 고마워!","助かった！"},
{10193029,1019,"您怎么这么客气啊，\r\n能帮助您是光秀我的荣幸！","您怎麼這麼客氣啊，\r\n能幫助您是光秀我的榮幸！","","뭘요. \r\n도와 드릴 수 있어 다행이었죠!","遠慮しないでください、\r\nお役に立てて光栄です。",0,0,"","","","","","","","","",""},
{10193030,1019,"啊~被城主大人感谢了，\r\n今天真是美好的一天啊！\r\n要是没有那些态度嚣张的老鼠们就更好了。","啊~被城主大人感謝了，\r\n今天真是美好的一天啊！\r\n要是沒有那些態度囂張的老鼠們就更好了。","","성주 대인님의 감사라니. \r\n기분이 좋네요!\r\n아까 쥐새끼들처럼 도망간 호족들만 아니라면...","ああ、城主様に感謝されて、\r\n素晴らしい一日になりそうです。\r\n傲慢なネズミたちがいなければいいのにね。",0,0,"","","","","","","","","",""},
{10193031,1019,"还有你！","還有你！","","그리고 거기!","そしてそこのお前！",0,0,"","","","","","","","","",""},
{10193032,1001,"呜咿、是！","嗚咿、是！","","으윽, 네?!","ひぃぃ、はい！",0,0,"","","","","","","","","",""},
{10193033,1019,"你怎么回事？\r\n明明作为{PlayerName}大人的助理，关键的时候却一点用处都排不上！\r\n这样的话，还不如让我来当助理！","你怎麼回事？\r\n明明作為{PlayerName}大人的助理，關鍵的時候卻一點用處都排不上！\r\n這樣的話，還不如讓我來當助理！","","아니,대체 \r\n{PlayerName} 대인님을 보필하는 사람이 이렇게 쓸데없다니! \r\n차라리 제가 하는 게 낫겠어요!","お前どういうつもり？\r\n{PlayerName}様の助手として、肝心な時は全然役に立たない！\r\nこんなことなら、私にやらせたほうがましだ！",0,0,"","","","","","","","","",""},
{10193034,1001,"十分抱歉！！","十分抱歉！！","","죄, 죄송해요!","申し訳ありません！！",0,0,"","","","","","","","","",""},
{10193035,1019,"不过最令我气愤的是那两只老鼠，\r\n居然对我的{PlayerName}大人用那种态度，\r\n真是罪该万死！","不過最令我氣憤的是那兩只老鼠，\r\n居然對我的{PlayerName}大人用那種態度，\r\n真是罪該萬死！","","제일 화가 나는 건 그 두 사람. \r\n감히 나의 {PlayerName} 대인님에게 무례하게 굴다니.\r\n죽어 마땅해!","私が最も腹を立てたのは、あの二匹のネズミだわ。\r\n私の{PlayerName}様にあんな態度をとるなんて、\r\n万死に値する！",0,0,"","","","","","","","","",""},
{10193036,1019,"如果让他们落到我的手里，\r\n我一定要把他们淹死绞死烧死砍死......","如果讓他們落到我的手裡，\r\n我一定要把他們淹死絞死燒死砍死......","","나중에 기회가 된다면 \r\n천천히... 죽여달라고 말할 때까지 괴롭히겠어...","もし奴らが私の手に落ちれば、\r\n水責め、絞首、火刑、切り刻んでやろうかしら……",31019331,31019331,"快醒醒!","","","정신차려!","目を覚ませ!","好吓人！","","","무서워!","怖っ！"},
{10193037,1019,"啊！\r\n我居然在{PlayerName}大人面前如此失态......","啊！\r\n我居然在{PlayerName}大人面前如此失態......","","앗! \r\n제가 {PlayerName} 대인님 앞에서 무슨 망언을...","ああ！\r\n{PlayerName}様の前で何という失態……",0,0,"","","","","","","","","",""},
{10193038,1019,"（哼......都是那两个家伙......）","（哼......都是那兩個傢伙......）","","(후... 이것도 다 그 두 놈 때문이야...)","（ちっ……全部あいつらのせいだ……）",0,0,"","","","","","","","","",""},
{10193039,1019,"{PlayerName}大人，我突然想起还有些事，\r\n就先失陪了。","{PlayerName}大人，我突然想起還有些事，\r\n就先失陪了。","","{PlayerName} 대인님, 갑자기 일이 있어 \r\n물러 가보겠습니다.","{PlayerName}様、急用を思い出したので、\r\n先に失礼します。",0,0,"","","","","","","","","",""},
{10193040,0,"明智光秀微笑着退了出去，\r\n就像她刚刚进房间时一样。\r\n只不过现在的压迫感比之前的更强了十倍。","明智光秀微笑著退了出去，\r\n就像她剛剛進房間時一樣。\r\n只不過現在的壓迫感比之前的更強了十倍。","","미츠히데는 웃으며 떠났고 \r\n아까 방에 들어올 때의 모습보다 \r\n뭔가 더 소름이 돋았다.","明智光秀は微笑みながら去って行った。\r\nしかし部屋に入った時と比べれば、\r\nその威圧感が10倍以上になっていた。",0,0,"","","","","","","","","",""},
{10193041,1001,"呜呜，光秀桑的笑容好可怕...\r\n总觉得会发生什么不好的事呢......","嗚嗚，光秀桑的笑容好可怕...\r\n總覺得會發生什麼不好的事呢......","","흑흑, 미츠히데님 미소가 더 무서워요... \r\n뭔가 일이 생길 거 같아요...","うう、光秀さんの笑顔がなんか怖い……\r\nなんだか嫌な予感がする……",0,0,"","","","","","","","","",""},
{10193042,0,"怀着不安的心情，\r\n{PlayerName}迎来了第二天","懷著不安的心情，\r\n{PlayerName}迎來了第二天","","불안한 마음으로 \r\n{PlayerName}님은 다음 날을 맞이했다.","{PlayerName}は不安を抱えたまま、\r\n次の日を迎えた。",0,0,"","","","","","","","","",""},
{10193043,1019,"啊啦，{PlayerName}大人，早安。","啊啦，{PlayerName}大人，早安。","","어머어, {PlayerName} 대인님, 좋은 아침!","あら、{PlayerName}様、おはよう。",31019341,0,"昨天你去做什么了？","","","걱정했는데 어디 갔었어?","昨日は何をしていた？","","","","",""},
